marketplace,customer_id,review_id,product_id,product_title,star_rating,review_date
US,Cust7908,R2941,P043,Product P043,5,2023-01-01
US,Cust3769,R2942,P014,Product P014,1,2023-01-01
US,Cust5949,R2943,P010,Product P010,1,2023-01-01
US,Cust7239,R2944,P050,Product P050,1,2023-01-01
US,Cust4989,R2945,P008,Product P008,5,2023-01-01
US,Cust9307,R2946,P040,Product P040,1,2023-01-01
US,Cust6685,R2947,P004,Product P004,1,2023-01-01
US,Cust7786,R2948,P003,Product P003,1,2023-01-01
US,Cust6602,R2949,P030,Product P030,1,2023-01-01
US,Cust8035,R2950,P015,Product P015,1,2023-01-01
US,Cust6352,R2951,P003,Product P003,2,2023-01-01
US,Cust4190,R2952,P047,Product P047,1,2023-01-01
US,Cust1251,R2953,P032,Product P032,1,2023-01-01
US,Cust6186,R2954,P020,Product P020,2,2023-01-01
US,Cust7537,R2955,P034,Product P034,1,2023-01-01
US,Cust3820,R2956,P008,Product P008,1,2023-01-01
US,Cust6374,R2957,P042,Product P042,1,2023-01-01
US,Cust3587,R2958,P034,Product P034,5,2023-01-01
US,Cust6927,R2959,P046,Product P046,5,2023-01-01
US,Cust1363,R2960,P027,Product P027,1,2023-01-01
US,Cust8896,R2961,P020,Product P020,1,2023-01-01
US,Cust3607,R2962,P048,Product P048,1,2023-01-01
US,Cust6668,R2963,P009,Product P009,1,2023-01-01
US,Cust7160,R2964,P049,Product P049,1,2023-01-01
US,Cust4066,R2965,P026,Product P026,1,2023-01-01
US,Cust3835,R2966,P041,Product P041,1,2023-01-01
US,Cust3876,R2967,P043,Product P043,1,2023-01-01
US,Cust2020,R2968,P035,Product P035,1,2023-01-01
US,Cust3888,R2969,P031,Product P031,1,2023-01-01
US,Cust8112,R2970,P007,Product P007,1,2023-01-01
US,Cust1402,R2971,P002,Product P002,1,2023-01-01
US,Cust4046,R2972,P031,Product P031,1,2023-01-01
US,Cust1905,R2973,P046,Product P046,1,2023-01-01
US,Cust6935,R2974,P017,Product P017,1,2023-01-01
US,Cust7879,R2975,P027,Product P027,1,2023-01-01
US,Cust3804,R2976,P006,Product P006,5,2023-01-01
US,Cust7962,R2977,P003,Product P003,1,2023-01-01
US,Cust3033,R2978,P027,Product P027,1,2023-01-01
US,Cust5603,R2979,P015,Product P015,1,2023-01-01
US,Cust2659,R2980,P030,Product P030,1,2023-01-01
US,Cust7494,R2981,P024,Product P024,5,2023-01-01
US,Cust3206,R2982,P005,Product P005,1,2023-01-01
US,Cust1099,R2983,P035,Product P035,1,2023-01-01
US,Cust6973,R2984,P036,Product P036,1,2023-01-01
US,Cust9542,R2985,P013,Product P013,1,2023-01-01
US,Cust2666,R2986,P029,Product P029,1,2023-01-01
US,Cust5170,R2987,P007,Product P007,1,2023-01-01
US,Cust2044,R2988,P048,Product P048,1,2023-01-01
US,Cust1514,R2989,P032,Product P032,1,2023-01-01
US,Cust5717,R2990,P008,Product P008,1,2023-01-01
US,Cust1505,R2991,P012,Product P012,1,2023-01-01
US,Cust4775,R2992,P007,Product P007,5,2023-01-01
US,Cust9072,R2993,P016,Product P016,1,2023-01-01
US,Cust1219,R2994,P034,Product P034,1,2023-01-01
US,Cust7117,R2995,P046,Product P046,1,2023-01-01
US,Cust6266,R2996,P008,Product P008,1,2023-01-01
US,Cust7955,R2997,P006,Product P006,1,2023-01-01
US,Cust6247,R2998,P005,Product P005,1,2023-01-01
US,Cust4805,R2999,P040,Product P040,4,2023-01-01
US,Cust2965,R3000,P008,Product P008,4,2023-01-01
US,Cust1200,R3001,P041,Product P041,1,2023-01-01
US,Cust2674,R3002,P048,Product P048,1,2023-01-01
US,Cust1952,R3003,P021,Product P021,1,2023-01-01
US,Cust1814,R3004,P038,Product P038,1,2023-01-01
US,Cust7256,R3005,P003,Product P003,1,2023-01-01
US,Cust6163,R3006,P005,Product P005,1,2023-01-01
US,Cust7445,R3007,P022,Product P022,3,2023-01-01
US,Cust6926,R3008,P044,Product P044,3,2023-01-01
US,Cust7994,R3009,P033,Product P033,1,2023-01-01
US,Cust3151,R3010,P022,Product P022,1,2023-01-01
US,Cust4155,R3011,P034,Product P034,1,2023-01-01
US,Cust5762,R3012,P032,Product P032,2,2023-01-01
US,Cust7617,R3013,P034,Product P034,1,2023-01-01
US,Cust6515,R3014,P040,Product P040,1,2023-01-01
US,Cust1076,R3015,P011,Product P011,5,2023-01-01
US,Cust3788,R3016,P050,Product P050,5,2023-01-01
US,Cust5202,R3017,P018,Product P018,5,2023-01-01
US,Cust6642,R3018,P001,Product P001,1,2023-01-01
US,Cust7961,R3019,P017,Product P017,5,2023-01-01
US,Cust5375,R3020,P045,Product P045,1,2023-01-01
US,Cust9445,R3021,P041,Product P041,1,2023-01-01
US,Cust8285,R3022,P049,Product P049,1,2023-01-01
US,Cust3591,R3023,P023,Product P023,1,2023-01-01
US,Cust3893,R3024,P011,Product P011,1,2023-01-01
US,Cust1146,R3025,P007,Product P007,5,2023-01-01
US,Cust1227,R3026,P035,Product P035,4,2023-01-01
US,Cust6095,R3027,P023,Product P023,5,2023-01-01
US,Cust8860,R3028,P024,Product P024,1,2023-01-01
US,Cust5498,R3029,P020,Product P020,1,2023-01-01
US,Cust4721,R3030,P049,Product P049,4,2023-01-01
US,Cust6210,R3031,P011,Product P011,5,2023-01-01
US,Cust6089,R3032,P004,Product P004,5,2023-01-01
US,Cust2018,R3033,P012,Product P012,2,2023-01-01
US,Cust2927,R3034,P022,Product P022,1,2023-01-01
US,Cust6860,R3035,P015,Product P015,1,2023-01-01
US,Cust5369,R3036,P012,Product P012,1,2023-01-01
US,Cust5840,R3037,P031,Product P031,3,2023-01-01
US,Cust7149,R3038,P002,Product P002,1,2023-01-01
US,Cust6171,R3039,P006,Product P006,1,2023-01-01
US,Cust4361,R3040,P030,Product P030,1,2023-01-01
US,Cust6021,R3041,P023,Product P023,1,2023-01-01
US,Cust2836,R3042,P012,Product P012,1,2023-01-01
US,Cust8573,R3043,P011,Product P011,1,2023-01-01
US,Cust6744,R3044,P014,Product P014,1,2023-01-01
US,Cust3237,R3045,P047,Product P047,1,2023-01-01
US,Cust8200,R3046,P039,Product P039,1,2023-01-01
US,Cust7639,R3047,P046,Product P046,2,2023-01-01
US,Cust7526,R3048,P047,Product P047,1,2023-01-01
US,Cust7849,R3049,P002,Product P002,1,2023-01-01
US,Cust6198,R3050,P041,Product P041,2,2023-01-01
US,Cust5612,R3051,P009,Product P009,1,2023-01-01
US,Cust6818,R3052,P011,Product P011,1,2023-01-01
US,Cust3749,R3053,P039,Product P039,1,2023-01-01
US,Cust2510,R3054,P001,Product P001,1,2023-01-01
US,Cust5153,R3055,P002,Product P002,1,2023-01-01
US,Cust9344,R3056,P019,Product P019,1,2023-01-01
US,Cust6718,R3057,P029,Product P029,1,2023-01-01
US,Cust1593,R3058,P007,Product P007,1,2023-01-01
US,Cust4379,R3059,P045,Product P045,1,2023-01-01
US,Cust5740,R3060,P037,Product P037,3,2023-01-01
US,Cust1802,R3061,P043,Product P043,1,2023-01-01
US,Cust2892,R3062,P024,Product P024,1,2023-01-01
US,Cust7961,R3063,P024,Product P024,1,2023-01-01
US,Cust6677,R3064,P039,Product P039,5,2023-01-01
US,Cust1126,R3065,P034,Product P034,1,2023-01-01
US,Cust4120,R3066,P029,Product P029,1,2023-01-01
US,Cust8991,R3067,P022,Product P022,1,2023-01-01
US,Cust9020,R3068,P048,Product P048,1,2023-01-01
US,Cust5265,R3069,P022,Product P022,5,2023-01-01
US,Cust5504,R3070,P043,Product P043,1,2023-01-01
US,Cust3534,R3071,P046,Product P046,5,2023-01-01
US,Cust9452,R3072,P032,Product P032,5,2023-01-01
US,Cust2135,R3073,P036,Product P036,1,2023-01-01
US,Cust8490,R3074,P018,Product P018,1,2023-01-01
US,Cust9142,R3075,P014,Product P014,1,2023-01-01
US,Cust5261,R3076,P026,Product P026,1,2023-01-01
US,Cust1237,R3077,P031,Product P031,1,2023-01-01
US,Cust2786,R3078,P025,Product P025,1,2023-01-01
US,Cust9136,R3079,P018,Product P018,1,2023-01-01
US,Cust2698,R3080,P036,Product P036,5,2023-01-01
US,Cust3136,R3081,P048,Product P048,1,2023-01-01
US,Cust1666,R3082,P026,Product P026,1,2023-01-01
US,Cust5630,R3083,P009,Product P009,1,2023-01-01
US,Cust4744,R3084,P031,Product P031,1,2023-01-01
US,Cust4628,R3085,P048,Product P048,5,2023-01-01
US,Cust4124,R3086,P009,Product P009,1,2023-01-01
US,Cust6705,R3087,P034,Product P034,1,2023-01-01
US,Cust4666,R3088,P026,Product P026,1,2023-01-01
US,Cust8695,R3089,P041,Product P041,3,2023-01-01
US,Cust5412,R3090,P004,Product P004,1,2023-01-01
US,Cust2797,R3091,P029,Product P029,1,2023-01-01
US,Cust3503,R3092,P021,Product P021,1,2023-01-01
US,Cust4610,R3093,P004,Product P004,1,2023-01-01
US,Cust3959,R3094,P033,Product P033,1,2023-01-01
US,Cust6166,R3095,P038,Product P038,1,2023-01-01
US,Cust6762,R3096,P040,Product P040,5,2023-01-01
US,Cust3033,R3097,P047,Product P047,1,2023-01-01
US,Cust4479,R3098,P008,Product P008,5,2023-01-01
US,Cust9000,R3099,P006,Product P006,2,2023-01-01
US,Cust7214,R3100,P031,Product P031,5,2023-01-01
US,Cust4612,R3101,P027,Product P027,1,2023-01-01
US,Cust7120,R3102,P016,Product P016,1,2023-01-01
US,Cust5628,R3103,P008,Product P008,1,2023-01-01
US,Cust4158,R3104,P003,Product P003,1,2023-01-01
US,Cust5041,R3105,P033,Product P033,2,2023-01-01
US,Cust9996,R3106,P023,Product P023,1,2023-01-01
US,Cust6614,R3107,P008,Product P008,1,2023-01-01
US,Cust8262,R3108,P046,Product P046,5,2023-01-01
US,Cust4565,R3109,P041,Product P041,1,2023-01-01
US,Cust5839,R3110,P026,Product P026,5,2023-01-01
US,Cust7051,R3111,P001,Product P001,1,2023-01-01
US,Cust3416,R3112,P011,Product P011,1,2023-01-01
US,Cust9004,R3113,P020,Product P020,1,2023-01-01
US,Cust8960,R3114,P038,Product P038,1,2023-01-01
US,Cust7205,R3115,P028,Product P028,5,2023-01-01
US,Cust1380,R3116,P021,Product P021,1,2023-01-01
US,Cust4620,R3117,P038,Product P038,1,2023-01-01
US,Cust4471,R3118,P042,Product P042,1,2023-01-01
US,Cust8925,R3119,P026,Product P026,1,2023-01-01
US,Cust1119,R3120,P023,Product P023,1,2023-01-01
US,Cust4519,R3121,P011,Product P011,1,2023-01-01
US,Cust5538,R3122,P004,Product P004,1,2023-01-01
US,Cust5505,R3123,P003,Product P003,4,2023-01-01
US,Cust7809,R3124,P027,Product P027,1,2023-01-01
US,Cust7415,R3125,P041,Product P041,1,2023-01-01
US,Cust5225,R3126,P046,Product P046,1,2023-01-01
US,Cust4719,R3127,P007,Product P007,5,2023-01-01
US,Cust6863,R3128,P021,Product P021,1,2023-01-01
US,Cust3156,R3129,P007,Product P007,1,2023-01-01
US,Cust2743,R3130,P042,Product P042,1,2023-01-01
US,Cust4180,R3131,P046,Product P046,1,2023-01-01
US,Cust8318,R3132,P013,Product P013,1,2023-01-01
US,Cust9710,R3133,P031,Product P031,1,2023-01-01
US,Cust9912,R3134,P048,Product P048,1,2023-01-01
US,Cust2980,R3135,P042,Product P042,1,2023-01-01
US,Cust6466,R3136,P050,Product P050,5,2023-01-01
US,Cust9395,R3137,P034,Product P034,1,2023-01-01
US,Cust2971,R3138,P048,Product P048,1,2023-01-01
US,Cust1339,R3139,P031,Product P031,1,2023-01-01
US,Cust1569,R3140,P003,Product P003,1,2023-01-01
US,Cust6102,R3141,P005,Product P005,1,2023-01-01
US,Cust9909,R3142,P029,Product P029,1,2023-01-01
US,Cust4595,R3143,P031,Product P031,1,2023-01-01
US,Cust3196,R3144,P027,Product P027,1,2023-01-01
US,Cust6615,R3145,P038,Product P038,1,2023-01-01
US,Cust5339,R3146,P017,Product P017,1,2023-01-01
US,Cust5012,R3147,P010,Product P010,1,2023-01-01
US,Cust2673,R3148,P021,Product P021,1,2023-01-01
US,Cust6020,R3149,P001,Product P001,1,2023-01-01
US,Cust7062,R3150,P021,Product P021,1,2023-01-01
US,Cust2982,R3151,P022,Product P022,1,2023-01-01
US,Cust8073,R3152,P047,Product P047,1,2023-01-01
US,Cust2539,R3153,P048,Product P048,1,2023-01-01
US,Cust2348,R3154,P022,Product P022,1,2023-01-01
US,Cust4066,R3155,P030,Product P030,1,2023-01-01
US,Cust5343,R3156,P026,Product P026,1,2023-01-01
US,Cust5611,R3157,P027,Product P027,1,2023-01-01
US,Cust9069,R3158,P034,Product P034,1,2023-01-01
US,Cust5511,R3159,P028,Product P028,1,2023-01-01
US,Cust4204,R3160,P023,Product P023,1,2023-01-01
US,Cust1469,R3161,P022,Product P022,1,2023-01-01
US,Cust6494,R3162,P013,Product P013,1,2023-01-01
US,Cust9123,R3163,P016,Product P016,2,2023-01-01
US,Cust6968,R3164,P001,Product P001,1,2023-01-01
US,Cust6433,R3165,P007,Product P007,1,2023-01-01
US,Cust8719,R3166,P044,Product P044,4,2023-01-01
US,Cust1239,R3167,P042,Product P042,5,2023-01-01
US,Cust7609,R3168,P041,Product P041,2,2023-01-01
US,Cust2659,R3169,P048,Product P048,1,2023-01-01
US,Cust4128,R3170,P030,Product P030,1,2023-01-01
US,Cust3072,R3171,P003,Product P003,1,2023-01-01
US,Cust1810,R3172,P048,Product P048,1,2023-01-01
US,Cust7480,R3173,P006,Product P006,1,2023-01-01
US,Cust1209,R3174,P008,Product P008,1,2023-01-01
US,Cust4187,R3175,P027,Product P027,1,2023-01-01
US,Cust3727,R3176,P010,Product P010,1,2023-01-01
US,Cust3394,R3177,P045,Product P045,1,2023-01-01
US,Cust9281,R3178,P001,Product P001,1,2023-01-01
US,Cust4271,R3179,P024,Product P024,4,2023-01-01
US,Cust8718,R3180,P034,Product P034,1,2023-01-01
US,Cust2016,R3181,P040,Product P040,1,2023-01-01
US,Cust1837,R3182,P022,Product P022,2,2023-01-01
US,Cust8653,R3183,P027,Product P027,1,2023-01-01
US,Cust6180,R3184,P004,Product P004,1,2023-01-01
US,Cust7273,R3185,P032,Product P032,1,2023-01-01
US,Cust1980,R3186,P049,Product P049,1,2023-01-01
US,Cust1790,R3187,P010,Product P010,5,2023-01-01
US,Cust5286,R3188,P032,Product P032,1,2023-01-01
US,Cust1905,R3189,P004,Product P004,1,2023-01-01
US,Cust6118,R3190,P035,Product P035,1,2023-01-01
US,Cust5519,R3191,P027,Product P027,1,2023-01-01
US,Cust5394,R3192,P001,Product P001,1,2023-01-01
US,Cust7118,R3193,P034,Product P034,1,2023-01-01
US,Cust7599,R3194,P046,Product P046,2,2023-01-01
US,Cust8445,R3195,P029,Product P029,2,2023-01-01
US,Cust8170,R3196,P010,Product P010,1,2023-01-01
US,Cust1556,R3197,P040,Product P040,1,2023-01-01
US,Cust3821,R3198,P014,Product P014,1,2023-01-01
US,Cust1013,R3199,P033,Product P033,4,2023-01-01
US,Cust5131,R3200,P048,Product P048,1,2023-01-01
US,Cust2527,R3201,P029,Product P029,1,2023-01-01
US,Cust9732,R3202,P045,Product P045,1,2023-01-01
US,Cust6679,R3203,P027,Product P027,1,2023-01-01
US,Cust5307,R3204,P016,Product P016,1,2023-01-01
US,Cust1719,R3205,P049,Product P049,1,2023-01-01
US,Cust5585,R3206,P014,Product P014,1,2023-01-01
US,Cust1488,R3207,P044,Product P044,1,2023-01-01
US,Cust5262,R3208,P048,Product P048,1,2023-01-01
US,Cust6930,R3209,P011,Product P011,5,2023-01-01
US,Cust6788,R3210,P050,Product P050,1,2023-01-01
US,Cust6398,R3211,P011,Product P011,1,2023-01-01
US,Cust5066,R3212,P033,Product P033,1,2023-01-01
US,Cust2204,R3213,P024,Product P024,2,2023-01-01
US,Cust6438,R3214,P022,Product P022,1,2023-01-01
US,Cust6341,R3215,P018,Product P018,5,2023-01-01
US,Cust2414,R3216,P011,Product P011,1,2023-01-01
US,Cust7329,R3217,P038,Product P038,1,2023-01-01
US,Cust4317,R3218,P019,Product P019,1,2023-01-01
US,Cust1022,R3219,P029,Product P029,2,2023-01-01
US,Cust9775,R3220,P032,Product P032,1,2023-01-01
US,Cust5890,R3221,P009,Product P009,1,2023-01-01
US,Cust3848,R3222,P026,Product P026,1,2023-01-01
US,Cust9688,R3223,P048,Product P048,1,2023-01-01
US,Cust9142,R3224,P028,Product P028,1,2023-01-01
US,Cust9001,R3225,P023,Product P023,1,2023-01-01
US,Cust6714,R3226,P034,Product P034,1,2023-01-01
US,Cust1238,R3227,P025,Product P025,1,2023-01-01
US,Cust1458,R3228,P003,Product P003,2,2023-01-01
US,Cust9171,R3229,P029,Product P029,1,2023-01-01
US,Cust3598,R3230,P017,Product P017,5,2023-01-01
US,Cust8919,R3231,P049,Product P049,4,2023-01-01
US,Cust1243,R3232,P022,Product P022,1,2023-01-01
US,Cust3572,R3233,P008,Product P008,1,2023-01-01
US,Cust6871,R3234,P018,Product P018,1,2023-01-01
US,Cust9850,R3235,P013,Product P013,1,2023-01-01
US,Cust2353,R3236,P026,Product P026,1,2023-01-01
US,Cust5278,R3237,P007,Product P007,1,2023-01-01
US,Cust6958,R3238,P018,Product P018,1,2023-01-01
US,Cust9491,R3239,P001,Product P001,2,2023-01-01
US,Cust3709,R3240,P013,Product P013,1,2023-01-01
US,Cust1303,R3241,P018,Product P018,5,2023-01-01
US,Cust9741,R3242,P031,Product P031,1,2023-01-01
US,Cust1227,R3243,P004,Product P004,3,2023-01-01
US,Cust5432,R3244,P029,Product P029,1,2023-01-01
US,Cust5081,R3245,P012,Product P012,1,2023-01-01
US,Cust6038,R3246,P025,Product P025,1,2023-01-01
US,Cust1582,R3247,P011,Product P011,1,2023-01-01
US,Cust3987,R3248,P050,Product P050,2,2023-01-01
US,Cust7895,R3249,P045,Product P045,1,2023-01-01
US,Cust1247,R3250,P009,Product P009,1,2023-01-01
US,Cust3623,R3251,P008,Product P008,1,2023-01-01
US,Cust4167,R3252,P015,Product P015,1,2023-01-01
US,Cust8513,R3253,P025,Product P025,1,2023-01-01
US,Cust4393,R3254,P006,Product P006,1,2023-01-01
US,Cust5403,R3255,P007,Product P007,1,2023-01-01
US,Cust5978,R3256,P026,Product P026,1,2023-01-01
US,Cust1386,R3257,P004,Product P004,1,2023-01-01
US,Cust6847,R3258,P009,Product P009,1,2023-01-01
US,Cust4139,R3259,P029,Product P029,1,2023-01-01
US,Cust6253,R3260,P028,Product P028,1,2023-01-01
US,Cust7416,R3261,P030,Product P030,1,2023-01-01
US,Cust9312,R3262,P009,Product P009,1,2023-01-01
US,Cust8322,R3263,P046,Product P046,1,2023-01-01
US,Cust2625,R3264,P024,Product P024,1,2023-01-01
US,Cust8630,R3265,P007,Product P007,1,2023-01-01
US,Cust4957,R3266,P003,Product P003,1,2023-01-01
US,Cust5070,R3267,P001,Product P001,1,2023-01-01
US,Cust3350,R3268,P007,Product P007,1,2023-01-01
US,Cust7782,R3269,P011,Product P011,1,2023-01-01
US,Cust7787,R3270,P043,Product P043,1,2023-01-01
US,Cust7231,R3271,P010,Product P010,1,2023-01-01
US,Cust3671,R3272,P003,Product P003,2,2023-01-01
US,Cust8162,R3273,P043,Product P043,1,2023-01-01
US,Cust6409,R3274,P014,Product P014,4,2023-01-01
US,Cust7737,R3275,P009,Product P009,1,2023-01-01
US,Cust9167,R3276,P048,Product P048,1,2023-01-01
US,Cust9796,R3277,P031,Product P031,1,2023-01-01
US,Cust1179,R3278,P016,Product P016,1,2023-01-01
US,Cust3107,R3279,P005,Product P005,1,2023-01-01
US,Cust3381,R3280,P028,Product P028,1,2023-01-01
US,Cust9499,R3281,P007,Product P007,1,2023-01-01
US,Cust9121,R3282,P039,Product P039,1,2023-01-01
US,Cust3667,R3283,P032,Product P032,1,2023-01-01
US,Cust7751,R3284,P021,Product P021,3,2023-01-01
US,Cust4348,R3285,P036,Product P036,2,2023-01-01
US,Cust1906,R3286,P032,Product P032,1,2023-01-01
US,Cust3566,R3287,P021,Product P021,1,2023-01-01
US,Cust7565,R3288,P039,Product P039,1,2023-01-01
US,Cust9706,R3289,P005,Product P005,1,2023-01-01
US,Cust3862,R3290,P011,Product P011,3,2023-01-01
US,Cust2772,R3291,P003,Product P003,1,2023-01-01
US,Cust4710,R3292,P020,Product P020,1,2023-01-01
US,Cust4938,R3293,P021,Product P021,1,2023-01-01
US,Cust5629,R3294,P008,Product P008,4,2023-01-01
US,Cust9651,R3295,P003,Product P003,1,2023-01-01
US,Cust9754,R3296,P021,Product P021,1,2023-01-01
US,Cust3973,R3297,P004,Product P004,1,2023-01-01
US,Cust6494,R3298,P018,Product P018,2,2023-01-01
US,Cust1071,R3299,P048,Product P048,1,2023-01-01
US,Cust4754,R3300,P028,Product P028,1,2023-01-01
US,Cust5783,R3301,P018,Product P018,1,2023-01-01
US,Cust1415,R3302,P050,Product P050,1,2023-01-01
US,Cust7673,R3303,P012,Product P012,1,2023-01-01
US,Cust5243,R3304,P020,Product P020,1,2023-01-01
US,Cust6494,R3305,P049,Product P049,1,2023-01-01
US,Cust3631,R3306,P046,Product P046,2,2023-01-01
US,Cust9718,R3307,P002,Product P002,1,2023-01-01
US,Cust5103,R3308,P029,Product P029,1,2023-01-01
US,Cust6466,R3309,P026,Product P026,1,2023-01-01
US,Cust5314,R3310,P028,Product P028,5,2023-01-01
US,Cust9240,R3311,P032,Product P032,1,2023-01-01
US,Cust3586,R3312,P012,Product P012,1,2023-01-01
US,Cust2083,R3313,P008,Product P008,1,2023-01-01
US,Cust1393,R3314,P014,Product P014,1,2023-01-01
US,Cust2406,R3315,P047,Product P047,1,2023-01-01
US,Cust7866,R3316,P041,Product P041,1,2023-01-01
US,Cust1695,R3317,P011,Product P011,1,2023-01-01
US,Cust5392,R3318,P047,Product P047,1,2023-01-01
US,Cust8721,R3319,P047,Product P047,1,2023-01-01
US,Cust5453,R3320,P044,Product P044,1,2023-01-01
US,Cust2231,R3321,P050,Product P050,1,2023-01-01
US,Cust2669,R3322,P029,Product P029,1,2023-01-01
US,Cust3706,R3323,P034,Product P034,1,2023-01-01
US,Cust7102,R3324,P047,Product P047,1,2023-01-01
US,Cust4560,R3325,P008,Product P008,1,2023-01-01
US,Cust2795,R3326,P028,Product P028,1,2023-01-01
US,Cust4277,R3327,P049,Product P049,1,2023-01-01
US,Cust6923,R3328,P002,Product P002,1,2023-01-01
US,Cust1676,R3329,P013,Product P013,1,2023-01-01
US,Cust3141,R3330,P032,Product P032,1,2023-01-01
US,Cust2239,R3331,P046,Product P046,1,2023-01-01
US,Cust4311,R3332,P030,Product P030,1,2023-01-01
US,Cust3826,R3333,P048,Product P048,1,2023-01-01
US,Cust9916,R3334,P007,Product P007,1,2023-01-01
US,Cust9990,R3335,P019,Product P019,1,2023-01-01
US,Cust7526,R3336,P050,Product P050,1,2023-01-01
US,Cust7281,R3337,P047,Product P047,1,2023-01-01
US,Cust4385,R3338,P038,Product P038,1,2023-01-01
US,Cust8017,R3339,P019,Product P019,1,2023-01-01
US,Cust7210,R3340,P029,Product P029,1,2023-01-01
US,Cust3642,R3341,P008,Product P008,1,2023-01-01
US,Cust2587,R3342,P038,Product P038,1,2023-01-01
US,Cust5074,R3343,P002,Product P002,1,2023-01-01
US,Cust4977,R3344,P012,Product P012,1,2023-01-01
US,Cust4457,R3345,P041,Product P041,1,2023-01-01
US,Cust7704,R3346,P045,Product P045,1,2023-01-01
US,Cust6356,R3347,P006,Product P006,1,2023-01-01
US,Cust3898,R3348,P030,Product P030,1,2023-01-01
US,Cust4646,R3349,P009,Product P009,1,2023-01-01
US,Cust5938,R3350,P027,Product P027,1,2023-01-01
US,Cust4980,R3351,P016,Product P016,1,2023-01-01
US,Cust3923,R3352,P044,Product P044,1,2023-01-01
US,Cust2294,R3353,P025,Product P025,1,2023-01-01
US,Cust6151,R3354,P004,Product P004,1,2023-01-01
US,Cust6030,R3355,P011,Product P011,1,2023-01-01
US,Cust5713,R3356,P028,Product P028,1,2023-01-01
US,Cust3747,R3357,P024,Product P024,1,2023-01-01
US,Cust7613,R3358,P048,Product P048,1,2023-01-01
US,Cust8232,R3359,P036,Product P036,1,2023-01-01
US,Cust9733,R3360,P015,Product P015,1,2023-01-01
US,Cust2092,R3361,P007,Product P007,1,2023-01-01
US,Cust8717,R3362,P025,Product P025,1,2023-01-01
US,Cust5628,R3363,P003,Product P003,1,2023-01-01
US,Cust5865,R3364,P048,Product P048,1,2023-01-01
US,Cust5477,R3365,P008,Product P008,5,2023-01-01
US,Cust4931,R3366,P038,Product P038,1,2023-01-01
US,Cust8834,R3367,P008,Product P008,1,2023-01-01
US,Cust7884,R3368,P028,Product P028,1,2023-01-01
US,Cust5085,R3369,P008,Product P008,1,2023-01-01
US,Cust4541,R3370,P044,Product P044,1,2023-01-01
US,Cust7437,R3371,P032,Product P032,4,2023-01-01
US,Cust6149,R3372,P044,Product P044,2,2023-01-01
US,Cust3800,R3373,P018,Product P018,5,2023-01-01
US,Cust7088,R3374,P032,Product P032,1,2023-01-01
US,Cust3467,R3375,P010,Product P010,1,2023-01-01
US,Cust8410,R3376,P047,Product P047,1,2023-01-01
US,Cust6568,R3377,P024,Product P024,1,2023-01-01
US,Cust6041,R3378,P004,Product P004,1,2023-01-01
US,Cust6191,R3379,P024,Product P024,1,2023-01-01
US,Cust9060,R3380,P033,Product P033,1,2023-01-01
US,Cust5573,R3381,P046,Product P046,1,2023-01-01
US,Cust9256,R3382,P028,Product P028,5,2023-01-01
US,Cust3041,R3383,P006,Product P006,1,2023-01-01
US,Cust7510,R3384,P010,Product P010,1,2023-01-01
US,Cust3285,R3385,P048,Product P048,1,2023-01-01
US,Cust7524,R3386,P042,Product P042,1,2023-01-01
US,Cust2359,R3387,P039,Product P039,1,2023-01-01
US,Cust7038,R3388,P042,Product P042,1,2023-01-01
US,Cust6991,R3389,P034,Product P034,1,2023-01-01
US,Cust2117,R3390,P048,Product P048,1,2023-01-01
US,Cust1883,R3391,P017,Product P017,1,2023-01-01
US,Cust5629,R3392,P045,Product P045,1,2023-01-01
US,Cust1850,R3393,P022,Product P022,1,2023-01-01
US,Cust7443,R3394,P006,Product P006,1,2023-01-01
US,Cust4522,R3395,P026,Product P026,1,2023-01-01
US,Cust5473,R3396,P015,Product P015,1,2023-01-01
US,Cust4034,R3397,P021,Product P021,4,2023-01-01
US,Cust6408,R3398,P012,Product P012,5,2023-01-01
US,Cust6639,R3399,P040,Product P040,1,2023-01-01
US,Cust8417,R3400,P040,Product P040,3,2023-01-01
US,Cust1637,R3401,P027,Product P027,1,2023-01-01
US,Cust3503,R3402,P022,Product P022,1,2023-01-01
US,Cust6908,R3403,P031,Product P031,1,2023-01-01
US,Cust8738,R3404,P037,Product P037,1,2023-01-01
US,Cust1353,R3405,P029,Product P029,3,2023-01-01
US,Cust8122,R3406,P011,Product P011,1,2023-01-01
US,Cust7355,R3407,P005,Product P005,1,2023-01-01
US,Cust1434,R3408,P022,Product P022,5,2023-01-01
US,Cust2495,R3409,P026,Product P026,1,2023-01-01
US,Cust9432,R3410,P022,Product P022,1,2023-01-01
US,Cust2791,R3411,P043,Product P043,4,2023-01-01
US,Cust5412,R3412,P015,Product P015,1,2023-01-01
US,Cust5577,R3413,P043,Product P043,1,2023-01-01
US,Cust8512,R3414,P013,Product P013,1,2023-01-01
US,Cust2117,R3415,P008,Product P008,1,2023-01-01
US,Cust6601,R3416,P038,Product P038,1,2023-01-01
US,Cust1970,R3417,P046,Product P046,1,2023-01-01
US,Cust9987,R3418,P031,Product P031,1,2023-01-01
US,Cust3174,R3419,P008,Product P008,1,2023-01-01
US,Cust8727,R3420,P042,Product P042,5,2023-01-01
US,Cust5319,R3421,P031,Product P031,1,2023-01-01
